symbol,mode,fold,split,task,horizon_days,model,n_rows,acc,balacc,f1,auc,posrate,threshold,extra
AAPL,walk,0,val,direction,20,BASELINE_ALL_ZERO,106,0.6981132075471698,0.5,0.0,0.5,0.3018867924528302,0.5,
AAPL,walk,0,test,direction,20,BASELINE_ALL_ZERO,106,0.6320754716981132,0.5,0.0,0.5,0.36792452830188677,0.5,
AAPL,walk,0,val,direction,20,BASELINE_CONST_FROM_TRAIN,106,0.3018867924528302,0.5,0.463768115942029,0.5,0.3018867924528302,0.5,p_train=0.696
AAPL,walk,0,test,direction,20,BASELINE_CONST_FROM_TRAIN,106,0.36792452830188677,0.5,0.5379310344827586,0.5,0.36792452830188677,0.5,p_train=0.696
AAPL,walk,0,val,direction,20,LOGREG,106,0.8113207547169812,0.7584459459459459,0.6666666666666666,0.8061655405405405,0.3018867924528302,0.39999999999999997,t_f1=0.6667 
AAPL,walk,0,test,direction,20,LOGREG,106,0.6415094339622641,0.5449674703406047,0.2692307692307692,0.6486796785304249,0.36792452830188677,0.39999999999999997,t_f1=0.6667 
AAPL,walk,0,val,direction,20,HGB,106,0.4528301886792453,0.5548986486486487,0.4727272727272727,0.5194256756756757,0.3018867924528302,0.85,t_f1=0.4727 
AAPL,walk,0,test,direction,20,HGB,106,0.42452830188679247,0.44833524684270953,0.4077669902912621,0.4489092996555683,0.36792452830188677,0.85,t_f1=0.4727 
AAPL,walk,0,val,direction,20,XGB,106,0.46226415094339623,0.5616554054054054,0.47706422018348627,0.6047297297297298,0.3018867924528302,0.85,t_f1=0.4771 
AAPL,walk,0,test,direction,20,XGB,106,0.5471698113207547,0.5346345197091465,0.4418604651162791,0.6123230003827019,0.36792452830188677,0.85,t_f1=0.4771 
AAPL,walk,0,val,direction,20,LGBM,106,0.5471698113207547,0.5869932432432432,0.4782608695652174,0.6241554054054054,0.3018867924528302,0.9,t_f1=0.4783 
AAPL,walk,0,test,direction,20,LGBM,106,0.6792452830188679,0.6337543053960965,0.5142857142857142,0.638729429774206,0.36792452830188677,0.9,t_f1=0.4783 
AAPL,walk,0,val,direction,20,RF,106,0.330188679245283,0.5202702702702703,0.4740740740740741,0.5105574324324325,0.3018867924528302,0.35,t_f1=0.4741 
