date,AAPL,GLD,MSFT,TSLA,^DJI,^GSPC,^IXIC,^RUT,PORTFOLIO
2026-03-18,96826.77775544506,101516.5431973703,99566.91940027002,101493.21906530237,99464.87762034578,100324.51531032407,99688.95318537469,99959.31458610868,99855.14001506762
2026-03-19,96826.77775544506,101516.5431973703,99402.87584165436,101493.21906530237,99464.87762034578,100324.51531032407,99688.95318537469,99959.31458610868,99834.63457024067
2026-03-20,96734.63864236929,101516.5431973703,99402.87584165436,101493.21906530237,99464.87762034578,100124.3225797275,99472.5519152348,99959.31458610868,99771.04293101413
2026-03-23,96734.63864236929,101516.5431973703,99402.87584165436,101493.21906530237,99464.87762034578,100124.3225797275,99472.5519152348,99959.31458610868,99771.04293101413
2026-03-24,96734.63864236929,101516.5431973703,99402.87584165436,101493.21906530237,99464.87762034578,100124.3225797275,99472.5519152348,99891.60362745989,99762.57906118303
2026-03-25,96734.63864236929,100856.9910262183,99402.87584165436,101493.21906530237,99498.8999206538,100124.3225797275,99472.5519152348,99891.60362745989,99684.38782732753
2026-03-26,96734.63864236929,100856.9910262183,99402.87584165436,101493.21906530237,99498.8999206538,100124.3225797275,99472.5519152348,99891.60362745989,99684.38782732753
2026-03-27,96756.56113777605,100856.9910262183,99402.87584165436,101493.21906530237,99498.8999206538,99902.51976580855,99141.29351329348,99891.60362745989,99617.99548727085
2026-03-30,96756.56113777605,100856.9910262183,99402.87584165436,101493.21906530237,99498.8999206538,99902.51976580855,99141.29351329348,99891.60362745989,99617.99548727085
2026-03-31,96756.56113777605,100856.9910262183,99402.87584165436,101493.21906530237,99498.8999206538,99902.51976580855,99141.29351329348,99845.45318177328,99612.22668156003
2026-04-01,96756.56113777605,101112.75805068582,99402.87584165436,101493.21906530237,99518.14855430703,99902.51976580855,99141.29351329348,99845.45318177328,99646.60363882514
2026-04-02,96756.56113777605,101112.75805068582,99402.87584165436,101493.21906530237,99518.14855430703,99902.51976580855,99141.29351329348,99845.45318177328,99646.60363882514
2026-04-06,97138.11107671724,101112.75805068582,99622.33347437935,101493.21906530237,99518.14855430703,100273.67072345798,99627.35206317992,99845.45318177328,99828.88077372538
2026-04-07,97138.11107671724,101112.75805068582,99622.33347437935,101236.53546645501,99518.14855430703,100273.67072345798,99627.35206317992,99845.45318177328,99796.79532386946
2026-04-08,97138.11107671724,101112.75805068582,99622.33347437935,101236.53546645501,99518.14855430703,100273.67072345798,99627.35206317992,100088.61735432979,99827.19084543902
2026-04-09,97138.11107671724,101108.74162727625,99622.33347437935,101236.53546645501,99518.14855430703,100273.67072345798,99627.35206317992,100088.61735432979,99826.68879251282
2026-04-10,97138.11107671724,101108.74162727625,99622.33347437935,101236.53546645501,99518.14855430703,100273.67072345798,99627.35206317992,100088.61735432979,99826.68879251282
2026-04-13,97141.15689178769,101108.74162727625,99622.33347437935,101236.53546645501,99678.25880966382,100476.73947191007,99627.35206317992,100088.61735432979,99872.46689487275
2026-04-14,97141.15689178769,101108.74162727625,99622.33347437935,101236.53546645501,99678.25880966382,100476.73947191007,99627.35206317992,100088.61735432979,99872.46689487275
2026-04-15,97141.15689178769,101108.74162727625,100594.14386759435,101236.53546645501,99678.25880966382,100476.73947191007,100225.245971801,100261.60179544138,100090.30298774119
2026-04-16,97141.15689178769,101148.73334030354,100594.14386759435,101236.53546645501,99678.25880966382,100476.73947191007,100225.245971801,100261.60179544138,100095.30195186961
