symbol,mode,fold,split,task,horizon_days,model,n_rows,acc,balacc,f1,auc,posrate,threshold,extra
AAPL,walk,0,val,direction,10,BASELINE_ALL_ZERO,116,0.6637931034482759,0.5,0.0,0.5,0.33620689655172414,0.5,
AAPL,walk,0,test,direction,10,BASELINE_ALL_ZERO,116,0.5862068965517241,0.5,0.0,0.5,0.41379310344827586,0.5,
AAPL,walk,0,val,direction,10,BASELINE_CONST_FROM_TRAIN,116,0.33620689655172414,0.5,0.5032258064516129,0.5,0.33620689655172414,0.5,p_train=0.645
AAPL,walk,0,test,direction,10,BASELINE_CONST_FROM_TRAIN,116,0.41379310344827586,0.5,0.5853658536585366,0.5,0.41379310344827586,0.5,p_train=0.645
AAPL,walk,0,val,direction,10,LOGREG,116,0.6293103448275862,0.6448551448551448,0.5567010309278351,0.6826506826506826,0.33620689655172414,0.44999999999999996,t_f1=0.5567 
AAPL,walk,0,test,direction,10,LOGREG,116,0.5517241379310345,0.5441176470588236,0.48,0.5572916666666667,0.41379310344827586,0.44999999999999996,t_f1=0.5567 
AAPL,walk,0,val,direction,10,HGB,116,0.35344827586206895,0.512987012987013,0.5098039215686274,0.3283383283383283,0.33620689655172414,0.2,t_f1=0.5098 
AAPL,walk,0,test,direction,10,HGB,116,0.4827586206896552,0.5159313725490197,0.53125,0.5857843137254902,0.41379310344827586,0.2,t_f1=0.5098 
AAPL,walk,0,val,direction,10,XGB,116,0.3448275862068966,0.5064935064935064,0.5064935064935064,0.36563436563436563,0.33620689655172414,0.25,t_f1=0.5065 
AAPL,walk,0,test,direction,10,XGB,116,0.45689655172413796,0.5061274509803921,0.5467625899280576,0.5958946078431373,0.41379310344827586,0.25,t_f1=0.5065 
AAPL,walk,0,val,direction,10,LGBM,116,0.39655172413793105,0.5454545454545454,0.527027027027027,0.4025974025974026,0.33620689655172414,0.44999999999999996,t_f1=0.5270 
AAPL,walk,0,test,direction,10,LGBM,116,0.603448275862069,0.5943627450980392,0.5306122448979592,0.5919117647058822,0.41379310344827586,0.44999999999999996,t_f1=0.5270 
AAPL,walk,0,val,direction,10,RF,116,0.33620689655172414,0.5,0.5032258064516129,0.38228438228438233,0.33620689655172414,0.05,t_f1=0.5032 
AAPL,walk,0,test,direction,10,RF,116,0.41379310344827586,0.5,0.5853658536585366,0.6075367647058822,0.41379310344827586,0.05,t_f1=0.5032 
AAPL,walk,0,val,direction,10,HYBRID_VOTING,116,0.3706896551724138,0.525974025974026,0.5165562913907285,0.37828837828837825,0.33620689655172414,0.39999999999999997,t_f1=0.5166 soft-voting ensemble
AAPL,walk,0,test,direction,10,HYBRID_VOTING,116,0.5258620689655172,0.5373774509803921,0.5132743362831859,0.6081495098039216,0.41379310344827586,0.39999999999999997,t_f1=0.5166 soft-voting ensemble
AAPL,walk,0,val,direction,10,HYBRID_STACK,116,0.5775862068965517,0.6501831501831502,0.5811965811965812,0.670995670995671,0.33620689655172414,0.49999999999999994,t_f1=0.5812 stacking with StratifiedKFold(5) meta-LogReg
AAPL,walk,0,test,direction,10,HYBRID_STACK,116,0.35344827586206895,0.4056372549019608,0.4755244755244755,0.4001225490196078,0.41379310344827586,0.49999999999999994,t_f1=0.5812 stacking with StratifiedKFold(5) meta-LogReg
AAPL,walk,1,val,direction,10,BASELINE_ALL_ZERO,116,0.5517241379310345,0.5,0.0,0.5,0.4482758620689655,0.5,
AAPL,walk,1,test,direction,10,BASELINE_ALL_ZERO,116,0.4224137931034483,0.5,0.0,0.5,0.5775862068965517,0.5,
AAPL,walk,1,val,direction,10,BASELINE_CONST_FROM_TRAIN,116,0.4482758620689655,0.5,0.6190476190476191,0.5,0.4482758620689655,0.5,p_train=0.632
AAPL,walk,1,test,direction,10,BASELINE_CONST_FROM_TRAIN,116,0.5775862068965517,0.5,0.73224043715847,0.5,0.5775862068965517,0.5,p_train=0.632
AAPL,walk,1,val,direction,10,LOGREG,116,0.6379310344827587,0.6484375,0.65,0.7262620192307692,0.4482758620689655,0.3,t_f1=0.6500 
AAPL,walk,1,test,direction,10,LOGREG,116,0.5344827586206896,0.5504112092598233,0.5263157894736842,0.560462991166616,0.5775862068965517,0.3,t_f1=0.6500 
AAPL,walk,1,val,direction,10,HGB,116,0.47413793103448276,0.5234375,0.6303030303030303,0.4266826923076923,0.4482758620689655,0.1,t_f1=0.6303 
AAPL,walk,1,test,direction,10,HGB,116,0.5086206896551724,0.4512640877246421,0.6586826347305389,0.3825769113615596,0.5775862068965517,0.1,t_f1=0.6303 
AAPL,walk,1,val,direction,10,XGB,116,0.5431034482758621,0.5751201923076923,0.6344827586206897,0.6045673076923077,0.4482758620689655,0.44999999999999996,t_f1=0.6345 
AAPL,walk,1,test,direction,10,XGB,116,0.4482758620689655,0.43740481267133724,0.5151515151515151,0.4276576302162656,0.5775862068965517,0.44999999999999996,t_f1=0.6345 
AAPL,walk,1,val,direction,10,LGBM,116,0.5948275862068966,0.6129807692307692,0.6356589147286822,0.5420673076923077,0.4482758620689655,0.65,t_f1=0.6357 
AAPL,walk,1,test,direction,10,LGBM,116,0.41379310344827586,0.47060615290892477,0.17073170731707318,0.3457203777033201,0.5775862068965517,0.65,t_f1=0.6357 
AAPL,walk,1,val,direction,10,RF,116,0.603448275862069,0.6388221153846154,0.6891891891891891,0.7274639423076923,0.4482758620689655,0.44999999999999996,t_f1=0.6892 
AAPL,walk,1,test,direction,10,RF,116,0.5172413793103449,0.4696923545537618,0.65,0.32470301553457204,0.5775862068965517,0.44999999999999996,t_f1=0.6892 
AAPL,walk,1,val,direction,10,HYBRID_VOTING,116,0.5431034482758621,0.5769230769230769,0.6394557823129252,0.5736177884615385,0.4482758620689655,0.44999999999999996,t_f1=0.6395 soft-voting ensemble
