symbol,scenario,n_features,fold,split,n_rows,mae,rmse,r2
TSLA,ALL_FULL,60,16,test,125,0.01594364381141677,0.020597072607209034,-0.06262374620489708
TSLA,PRICE_ONLY,5,17,test,125,0.018736047291980352,0.025949023704831653,-0.44611663197921514
TSLA,PRICE+TECH,33,17,test,125,0.014097453589660676,0.020513408819722617,0.09627364807691319
TSLA,PRICE+TECH+LAG,38,17,test,125,0.014113004925295903,0.020415713808310296,0.10486113519268625
TSLA,ALL_NO_MACRO,47,17,test,125,0.014128107174556613,0.020581272040847844,0.09028427512310555
TSLA,ALL_NO_REGIME,51,17,test,125,0.014146960015609897,0.019561786788457627,0.17817695067981854
TSLA,ALL_FULL,60,17,test,125,0.014086644730780662,0.019684144766804773,0.16786387486648902
TSLA,PRICE_ONLY,5,18,test,125,0.014574517307713857,0.0188707138429982,-0.43815980067395244
TSLA,PRICE+TECH,33,18,test,125,0.01140001161888497,0.015232451843754841,0.06293414159753563
TSLA,PRICE+TECH+LAG,38,18,test,125,0.011409172297707578,0.015014211187296775,0.08959312685795329
TSLA,ALL_NO_MACRO,47,18,test,125,0.011136301738307309,0.015065186565551543,0.08340071147411687
TSLA,ALL_NO_REGIME,51,18,test,125,0.011032238020865233,0.014608032300314162,0.13818523933291083
TSLA,ALL_FULL,60,18,test,125,0.010883646627738363,0.014708180411589545,0.12632806747440828
TSLA,PRICE_ONLY,5,19,test,125,0.01266448062813642,0.014834721815215817,-1.631861655688076
TSLA,PRICE+TECH,33,19,test,125,0.010733025220106406,0.012836847883868893,-0.9707023435737172
TSLA,PRICE+TECH+LAG,38,19,test,125,0.010619663737365935,0.012704034014244829,-0.930134346840026
TSLA,ALL_NO_MACRO,47,19,test,125,0.010927221582995039,0.013183168739415515,-1.0784705012862204
TSLA,ALL_NO_REGIME,51,19,test,125,0.010280758492782675,0.012275059188225775,-0.8019860854071785
TSLA,ALL_FULL,60,19,test,125,0.009998339604904595,0.012102287087194082,-0.7516169745665713
TSLA,PRICE_ONLY,5,20,test,125,0.013713060544802598,0.01649112322400265,-2.961479146732886
TSLA,PRICE+TECH,33,20,test,125,0.009906103921794297,0.012242918390985225,-1.1833673403604261
TSLA,PRICE+TECH+LAG,38,20,test,125,0.009762455882137507,0.012112670890796616,-1.137158513911615
TSLA,ALL_NO_MACRO,47,20,test,125,0.010289265912097887,0.012725118594628408,-1.3587427461660884
TSLA,ALL_NO_REGIME,51,20,test,125,0.01099068459292711,0.013222266401236965,-1.5466467456081032
TSLA,ALL_FULL,60,20,test,125,0.011015398109593795,0.013208751210389039,-1.5414432766586543
^GSPC,PRICE_ONLY,5,0,test,125,0.010764889943654488,0.013372899357071597,-10.326962099167456
^GSPC,PRICE+TECH,33,0,test,125,0.005785394251950847,0.006937894630528904,-2.04872108521002
^GSPC,PRICE+TECH+LAG,38,0,test,125,0.0056957366930810134,0.006891799915795845,-2.008344832062638
^GSPC,ALL_NO_MACRO,47,0,test,125,0.00499513975598983,0.006243573161409171,-1.4690432936972617
^GSPC,ALL_NO_REGIME,51,0,test,125,0.012157106256146525,0.013216055355372883,-10.062823741247122
^GSPC,ALL_FULL,60,0,test,125,0.011406741044351494,0.0123981034066201,-8.735826000446261
^GSPC,PRICE_ONLY,5,1,test,125,0.009640655486027314,0.011974817427645534,-8.398975983946487
^GSPC,PRICE+TECH,33,1,test,125,0.007656500102320983,0.008487206141944249,-3.721415699790022
^GSPC,PRICE+TECH+LAG,38,1,test,125,0.007752025290424389,0.008642237885024301,-3.895478768445419
^GSPC,ALL_NO_MACRO,47,1,test,125,0.007429637780325325,0.008373430269532342,-3.595677604883879
^GSPC,ALL_NO_REGIME,51,1,test,125,0.008872752152561903,0.009978896884374368,-5.526912766400223
^GSPC,ALL_FULL,60,1,test,125,0.0086131532129129,0.009680843319943316,-5.142838833241962
^GSPC,PRICE_ONLY,5,2,test,125,0.011960424783647736,0.012523473827889901,-16.992848937085203
^GSPC,PRICE+TECH,33,2,test,125,0.007514299172414801,0.00803632658654232,-6.409100129022158
^GSPC,PRICE+TECH+LAG,38,2,test,125,0.007728785488174583,0.008260121632040908,-6.8275021151317885
^GSPC,ALL_NO_MACRO,47,2,test,125,0.00827952180626375,0.008813106874826872,-7.910629417851403
